ID,Technique,Description,Tags,Fields,Program,Abstract,Bloc,Relacionades
metac_023,Contracte d'aprenentatge,"## Descripció
Acord explícit entre alumne i professor sobre objectius, tasques, temps, recursos i criteris d'avaluació. Ajuda a organitzar el treball autònom i a responsabilitzar l'alumnat del seu propi procés.

## Funcionament
1. Es defineix què ha d'aprendre o aconseguir l'alumne.
2. S'acorden tasques, productes o evidències.
3. S'estableixen terminis i recursos disponibles.
4. Es concreten criteris d'avaluació i seguiment.
5. Al final, l'alumne revisa el grau de compliment i reflexiona sobre el procés.

## Objectius
- Afavorir l'autonomia i la planificació.
- Fer visibles els compromisos de treball.
- Millorar l'autoregulació i l'avaluació formativa.

## Exemple
En un projecte d'investigació, cada alumne acorda amb el professor la pregunta que treballarà, les fonts que consultarà, el producte final i les dates de lliurament parcials.","autonomia, planificació, seguiment, avaluació formativa, metacognició","Avaluació Formativa i Feedback, Pensament Crític i Metacognició",,"Acord entre alumne i professor sobre objectius, tasques, recursos, terminis i criteris d'avaluació. Serveix per afavorir l'autonomia, la planificació, la responsabilitat personal i el seguiment del propi aprenentatge.",Marcs educatius,metac_077; metac_030; metac_107
metac_024,Controvèrsia acadèmica,"OBJECTIUS: Millorar la comprensió dels diferents punts de vista sobre un tema, desenvolupar habilitats de debat, millorar les capacitats d'argumentació i de comunicació.

MÈTODE

1. Es divideix el grup en equips de quatre persones.
1. Cada parella es posiciona sobre un tema determinat, una defensant una posició i l'altra la posició contrària.
1. Cada parella busca informació per argumentar la seva posició i la presenta al grup.
1. Després de les exposicions, les parelles canvien de posició i seleccionen els millors arguments de l'altra parella per aprofundir en ells i presentar-les al grup, en la posició contrària a la que defensaven abans.
1. Finalment, es fa una síntesi dels millors arguments per a cada posició.

La idea és que, a mesura que avança l'activitat, els estudiants es vagin adonant de la complexitat del tema i puguin veure les diferents perspectives que hi ha al voltant d'ell. Així, en lloc de defensar una posició de manera aferrissada, aprenen a argumentar de manera més oberta i a tenir en compte les diferents perspectives.


OBSERVACIONS I CONSELLS PRÀCTICS:

- Es pot fer servir en qualsevol moment del procés d'aprenentatge, tant per resoldre dubtes o problemes com per repassar o aprofundir en un tema determinat.

- Es pot fer de forma oral o per escrit, depenent de les preferències o necessitats dels estudiants.

- Es pot utilitzar per a qualsevol tema o matèria, sempre que hi hagi diferents punts de vista o opinions sobre ell.

- Cal establir les normes de debat abans de començar l'activitat, per tal de garantir una discussió respectuosa i productiva.

- Es recomana fer una síntesi final de les idees exposades per cada equip, per tal de facilitar la comprensió dels diferents punts de vista i l'aprofundiment en el tema.

Font: *Structuring Academic Controversy*, Johnson i Johnson, 1994 en Grup de recerca sobre aprenentatge entre iguals. (2016).

## Exemple

En una classe de biologia, el professor planteja la qüestió: “S’ha de permetre l’ús d’organismes modificats genèticament en l’agricultura?”. En cada equip de quatre, una parella prepara arguments a favor i l’altra arguments en contra, utilitzant fonts proporcionades pel docent.

Primer, cada parella exposa la seva posició. Després, les parelles canvien de postura i han de defensar la posició contrària amb els millors arguments que han escoltat. Al final, l’equip elabora una síntesi que inclogui beneficis, riscos, condicions d’ús i dubtes pendents.

L’activitat permet que l’alumnat comprengui la complexitat del tema i aprengui a argumentar sense reduir el debat a una oposició simple entre estar a favor o en contra.

","debat, argumentació, perspectiva, pensament crític, cooperació, síntesi","Activació de coneixements previs, Processament i Anàlisi de la informació, Resolució de problemes i Reptes, Pensament Crític i Metacognició, Avaluació Formativa i Feedback, Cohesió i Cooperació, Comunicació i Creativitat",,"Tècnica en què l'alumnat defensa postures oposades sobre un tema i després canvia de perspectiva. Serveix per millorar l'argumentació, comprendre la complexitat dels assumptes debatuts, escoltar raons contràries i elaborar síntesis equilibrades.",Organització de l’aprenentatge cooperatiu,metac_090; metac_042; metac_019
metac_025,"Cronometrat, Parella, Comparteix (Timed, Pair, Share)","1. El professor proposa un tema i marca un temps determinat per a cada intervenció.
1. Es formen parelles d'estudiants i es distribueixen el temps de manera equitativa entre ells.
1. L'estudiant A comparteix els seus pensaments sobre el tema mentre l'estudiant B escolta de manera activa i pren notes.
1. Una vegada finalitzat el temps assignat, l'estudiant B comparteix els seus pensaments mentre l'estudiant A escolta i pren notes.
1. Després de l'intercanvi d'idees entre ambdós estudiants, es discuteixen els punts de vista i es treballa en una síntesi de les idees compartides per ambdós.
1. El professor pot guiar la discussió i ajudar a aclarir els punts de vista o conflictes que puguin sorgir.
1. Es valora la participació activa i la qualitat de les idees compartides per ambdós estudiants.

Fonts:

- Clowes, G. (2011). The Essential 5: A Starting Point for Kagan Cooperative Learning
- Carolina, H. L. K., Tamara, O. L. M., & Wendy, S. (2016). Aprendizaje cooperativo en la universidad

## Exemple

1. El professor proposa el tema ""La importància dels oceans en el clima del planeta"".
1. Marquem un temps de 5 minuts per a cada intervenció.
1. L'estudiant A comparteix amb l'estudiant B la seva opinió sobre el tema, mentre B escolta de manera activa.
1. Després de 5 minuts, B comparteix amb A la seva opinió sobre el tema, mentre A escolta de manera activa.
1. Un cop finalitzades les intervencions, es fa una breu síntesi dels punts de vista de cada parella.","parelles, escolta activa, síntesi, participació, comunicació","Construcció de coneixement, Pensament Crític i Metacognició, Avaluació Formativa i Feedback, Cohesió i Cooperació",,"Estructura cooperativa en parelles amb temps definits per parlar i escoltar. Serveix per assegurar participació equilibrada, millorar l'escolta activa, compartir idees i elaborar una síntesi comuna a partir de les aportacions de tots dos alumnes.",Organització de l’aprenentatge cooperatiu,metac_095; metac_072; metac_083
metac_026,"CSI: Color, Símbol, Imatge","Una rutina per extreure l'essència de les idees no verbals

## Finalitat: Quin tipus de pensament fomenta aquesta rutina?

Aquesta rutina ajuda els alumnes a identificar i depurar l'essència de les idees de la lectura, l'explicació o el visionament, de manera no verbal usant un color, un símbol i una imatge per representar-les.

## Aplicació: On i quan podem fer servir aquesta rutina?
Aquesta rutina es pot fer servir per millorar la comprensió d'una lectura, una explicació o un tema visionat. Podeu ajudar els alumnes si les primeres vegades es fan amb textos que tinguin ben destacades les idees importants. La síntesi passa quan els alumnes seleccionen un color, símbol i imatge per representar tres idees. Aquesta rutina facilita la discussió d'un text o d'esdeveniments quan els alumnes comparteixen els colors, els símbols o les imatges.

## Mètode: Com podem utilitzar aquesta rutina?

Després de llegir un text, el professor pregunta a la classe quines idees són les més interessants o rellevants i es fa una llista a la pissarra.

El professor selecciona una d'aquestes idees i demana als alumnes: *quin color utilitzaries per representar aquesta idea? *

Selecciona una altra idea i pregunta: *quin símbol es podria utilitzar per representar aquesta idea?* (recordar als alumnes que el símbol és una representació o dibuix senzill, com ara el símbol del dòlar)

Selecciona una altra idea i pregunta: *quina imatge usaries per representar aquesta idea? *(recordar als alumnes que una imatge és una cosa visual o metafòrica, però que és més complexa i més desenvolupada que un símbol, per exemple el bitllet).

CSI: COLOR, SÍMBOL, IMATGE

Una rutina per extreure l'essència de les idees no verbals

| IDEA 1 |IDEA 2 | IDEA 3 |
|**Color**
Quin color triaries per representar aquesta idea?  |**Símbol**
Quin símbol triaries per representar aquesta idea?|**Imatge**
Quina imatge triaries per representar aquesta idea? |
 


COMENTARIS










---

## Exemple d'aplicació de la rutina CSI: Color, Símbol, Imatge

- Objectiu: Millorar la comprensió dels alumnes sobre la Segona Guerra Mundial
- Etapa 1: Proporcionar als alumnes informació sobre la Segona Guerra Mundial a través de lectures i vídeos
- Etapa 2: Demanar als alumnes que seleccionin tres idees importants del tema
  - Exemple: L'expansió del nazisme, l'atac a Pearl Harbor, la victòria dels Aliats
- Etapa 3: Demanar als alumnes que triïn un color, un símbol i una imatge per representar cada idea
  - Exemple:
    - L'expansió del nazisme: Color vermell, símbol de bandera nazi, imatge de Adolf Hitler
    - L'atac a Pearl Harbor: Color blau, símbol de barca, imatge de la flota nord-americana en flames
    - La victòria dels Aliats: Color verd, símbol de bandera dels Estats Units, imatge de soldats celebrant la victòria
- Etapa 4: Demanar als alumnes que comparteixin els colors, símbols i imatges amb el grup
- Resultat: Millora de la comprensió dels alumnes sobre la Segona Guerra Mundial i desenvolupament de la capacitat de síntesi dels alumnes a través de l'ús de elements visuals.

- Etapa 5: Fer servir els colors, símbols i imatges seleccionats per obrir discussions i reflexionar sobre el tema. Pots fer preguntes com:
  - Què representa cada color, símbol i imatge per a tu?
  - Com estan relacionades les diferents idees amb els colors, símbols i imatges seleccionats?
  - Quines són les implicacions de cada idea per al món actual?

Aquesta rutina pot ser útil per ajudar als alumnes a millorar la comprensió d'un tema complex i a desenvolupar habilitats de pensament crític i reflexió.
","síntesi visual, creativitat, comunicació, comprensió, reflexió","Rutines de pensament, Pensament Crític i Metacognició, Comunicació i Creativitat",BoardLive: Pissarra col·laborativa|https://boardlive.github.io/,"Rutina en què l'alumnat representa idees mitjançant un color, un símbol i una imatge. Serveix per identificar l'essència d'un contingut, desenvolupar síntesi visual, estimular la creativitat i facilitar la discussió sobre significats.",Metodologies actives,metac_100; metac_097; metac_069
metac_027,Pensament de disseny (Design Thinking),"## Descripció
Metodologia activa orientada a resoldre problemes mitjançant un procés creatiu centrat en les persones. Parteix de la comprensió d'una necessitat, genera idees, construeix prototips i els prova per millorar-los.

## Fases habituals
1. **Empatitzar**: comprendre les persones afectades pel problema.
2. **Definir**: formular amb claredat la necessitat o repte.
3. **Idear**: generar moltes solucions possibles.
4. **Prototipar**: construir una versió senzilla de la solució.
5. **Provar**: recollir feedback i millorar la proposta.

## Objectius
- Desenvolupar creativitat aplicada a problemes reals.
- Fomentar la col·laboració i la presa de decisions.
- Aprendre a millorar una solució a partir de proves i retroalimentació.

## Exemple
En digitalització, els alumnes dissenyen una solució per millorar l'organització de tasques del grup classe. Entrevisten companys, defineixen necessitats, proposen idees, creen un prototip de plantilla digital i el proven durant una setmana.","disseny, empatia, prototip, creativitat, feedback, resolució de problemes","Resolució de problemes i Reptes, Comunicació i Creativitat, Cohesió i Cooperació, Avaluació Formativa i Feedback",Pluja d'idees i vots|https://jjdeharo.github.io/directo/ideas.html,"Metodologia centrada a resoldre problemes mitjançant empatia, definició del repte, ideació, prototipatge i prova. Serveix per desenvolupar creativitat aplicada, treball en equip, millora mitjançant feedback i solucions centrades en necessitats reals.",Marcs educatius; Metodologies actives,metac_046; metac_015; metac_064
metac_028,Detecta patrons,"La rutina de pensament ""detecta patrons"" consisteix en buscar i identificar relacions o patrons entre diferents conceptes o fets. Aquesta rutina pot ser molt útil per ajudar als alumnes a comprendre millor els conceptes i a fer connexions amb els coneixements que ja han adquirit. A continuació, et dono una sèrie de passos per fer aquesta rutina de forma efectiva:

    PROFESSOR:

1. Selecciona els conceptes o fets que vols que els alumnes analitzin. Pots fer-ho al principi, durant o al final d'un tema, depenent de quins objectius vols assolir.

1. Proporciona als alumnes la informació o les dades que necessiten per fer la rutina. Això pot incloure textos, imatges, dades o qualsevol altre recurs que creguis que pot ser útil.

1. Demana als alumnes que busquin relacions o patrons entre els conceptes o fets que han estudiat. Pots fer servir preguntes orientatives com ara ""quines relacions veus entre aquests conceptes?"", ""quins patrons es poden identificar?"", etc.

1. Facilita la discussió entre els alumnes i ajuda a identificar els patrons o les relacions que han trobat. Pots fer servir tècniques com ara el debat o les preguntes obertes per promoure la reflexió.

    ALUMNE:

1. Llegeix o estudia la informació o les dades que t'han proporcionat els professors.

1. Busca relacions o patrons entre els conceptes o fets que has estudiat. Utilitza el teu pensament crític per analitzar la informació i fer connexions amb els coneixements que ja tens.
1. Discuteix amb els teus companys de classe els patrons o les relacions que has trobat. Prova de justificar les teves idees amb exemples o evidències.

1. Aporta idees noves i original per ajudar a identificar més patrons o relacions. Utilitza el teu pensament creatiu per generar noves idees o per veure les coses des d'un punt de vista diferent.

1. Reflexiona sobre els patrons o les relacions que has identificat i considera les seves conseqüències o implicacions. Què significa això per a tu i per als altres? Com pots aplicar aquestes relacions o patrons a altres situacions o problemes?

1. Expressa les teves idees de manera clara i coherent, fent servir exemples o evidències per justificar-les. Prova de fer servir diferents estratègies per comunicar les teves idees, com ara el debat, la presentació oral o l'escriptura.

1. Escolta atentament les idees dels teus companys de classe i considera les seves aportacions. Pregunta'ls per aclarir qualsevol dubte o per obtenir més informació.

1. Fes un resum de les idees més importants que han sorgit de la discussió i reflexiona sobre el que has après. Quines relacions o patrons has identificat? Quines idees noves has après? Com pots aplicar aquestes idees a altres situacions o problemes?

## Exemple

En una classe de matemàtiques aplicades, el professor entrega una taula amb els ingressos i les despeses mensuals de diverses famílies fictícies. L’alumnat observa les dades i busca patrons: quins tipus de despeses augmenten quan pugen els ingressos, quines despeses es mantenen estables i quines situacions generen més risc de dèficit.

Després, en parelles, formulen relacions com: “Quan el lloguer supera un terç dels ingressos, augmenta la probabilitat que el pressupost sigui negatiu” o “Les despeses variables expliquen moltes diferències entre famílies amb ingressos semblants”.

L’activitat acaba amb una discussió sobre com aquests patrons poden ajudar a prendre decisions d’estalvi, consum o planificació econòmica.
","patrons, anàlisi, relacions, pensament crític, comunicació","Rutines de pensament, Processament i Anàlisi de la informació, Resolució de problemes i Reptes, Pensament Crític i Metacognició, Comunicació i Creativitat",,"Rutina en què l'alumnat busca relacions o regularitats entre conceptes, dades o fets. Serveix per millorar la comprensió, connectar idees, justificar interpretacions i desenvolupar pensament crític mitjançant la identificació de patrons.",Metodologies actives,metac_022; metac_064; metac_103
metac_029,Diana d'avaluació,"## Descripció
Instrument visual d'autoavaluació o coavaluació que permet valorar diferents criteris en una escala representada com una diana. Com més a prop del centre, més gran és el grau d'assoliment o acord.

## Funcionament
1. El professor defineix els criteris que es valoraran.
2. Cada criteri ocupa un sector de la diana.
3. L'alumnat marca el seu nivell d'assoliment en cada sector.
4. Es comparen percepcions, es justifiquen les marques i es proposen millores.
5. Es pot repetir a l'inici i al final d'una tasca per veure el progrés.

## Objectius
- Facilitar una avaluació visual i ràpida.
- Promoure la reflexió sobre diversos criteris alhora.
- Ajudar a formular propostes de millora.

## Exemple
Després d'una exposició oral, cada alumne valora claredat, domini del contingut, ús de suports visuals i participació de l'equip. Després escriu una acció concreta per millorar.","autoavaluació, coavaluació, criteris, feedback, visual","Avaluació Formativa i Feedback, Pensament Crític i Metacognició, Comunicació i Creativitat",Escala de valoració|https://jjdeharo.github.io/directo/escala.html,"Instrument visual d'autoavaluació o coavaluació en què es valoren diversos criteris sobre una diana. Serveix per fer visible el grau d'assoliment, comparar percepcions, justificar valoracions i proposar millores.",Metodologies actives,metac_037; metac_122; metac_096
metac_030,Diari d'aprenentatge,"Un diari d’aprenentatge és un objecte on l’alumnat enregistra periòdicament les seves expe­riències en el procés d’aprenentatge. Tot i que el més habitual és que sigui alguna mena de docu­ment amb text, no hi ha cap inconvenient en què estigui format per àudio (pòdcast) o vídeo, sempre que es res­pecti el marc temporal en la seva construcció.

En un diari d’aquest tipus, l’alumnat expressa les dificultats que té, allò que més o menys li agrada, els problemes que pot tenir amb els companys, etc. 

Se'ls pot proposar fer el següent:

| Algunes qüestions per reflexionar al diari |
|---|
|**Qüestions que heu de posar sempre**:

🤔 Què hem fet aquesta setmana?
😓 Aspectes on tinc més dificultats.|
|**Més suggeriments**:

Aspectes on tinc més facilitat.
Aspectes que tenia pendents i que he pogut resoldre des de la setmana passada.
Quins dubtes tinc i què puc fer per resoldre’ls.
Aspectes que més/menys m’han agradat.
He ajudat als companys o m’han ajudat ells.
Porto el meu treball al dia?
…|

El poden escriure una vegada per setmana dedicant-li uns 10-15 minuts.



Font: De Haro, J.J. (2022). Eines per l’avaluació del diari d’aprenentatge individual i del treball en equip.

## Dificultats en fer el diari d'aprenentatge

Hi ha diferents obstacles que l'alumnat pot trobar en fer el diari d'aprenentatge:

- Falta de temps: fer el diari d'aprenentatge pot requerir una mica de temps cada setmana i l'alumnat pot trobar-se amb la pressió d'altres compromisos com ara deures, activitats extraescolars, etc. Per superar aquest obstacle, es pot establir una rutina per fer el diari d'aprenentatge cada setmana i ser constant en la seva realització. També es pot buscar un moment de la setmana on es tingui més temps lliure per fer-lo.

- Falta de motivació: potser l'alumnat no veu la utilitat del diari d'aprenentatge i, per tant, no se sent motivat a fer-lo. En aquest cas, es pot parlar amb l'alumnat sobre els beneficis del diari d'aprenentatge, com ara la possibilitat de reflexionar sobre el mateix aprenentatge, identificar les dificultats i buscar solucions, etc. També es pot fer un seguiment del diari d'aprenentatge amb l'alumnat per ajudar-lo a veure el progrés que està fent.

- Dificultat per expressar-se: potser l'alumnat té dificultats per expressar les seves idees i reflexions de manera escrita. En aquest cas, es pot oferir ajuda per millorar les habilitats d'escriptura, com ara fer exercicis d'escriptura o proporcionar exemples d'entrades del diari d'aprenentatge. També es pot considerar l'opció de fer el diari d'aprenentatge de manera oral o amb vídeo en lloc de manera escrita.

## Exemple d'una entrada

""Aquesta setmana hem estudiat la unitat sobre les forces en Física. Al principi em va costar una mica entendre el concepte de força, però finalment ho vaig aconseguir gràcies a l'explicació del meu professor i als exercicis que vam fer en classe. També he tingut dificultats per resoldre els problemes que ens han posat com a deures, però he demanat ajuda als meus companys i a la professora i així ho he pogut resoldre.

D'entre tots els conceptes de la unitat, els que més m'han costat han estat els problemes pràctics. En canvi, els conceptes teòrics els he entès molt bé. Tot i així, encara em queda algun dubte sobre com cal aplicar la força de fricció en alguns casos.

Una de les coses que més m'ha agradat d'aquesta setmana ha estat el treball en equip amb els meus companys per resoldre els problemes. També he ajudat als meus companys a entendre els conceptes teòrics de la unitat.

He fet tots els deures que ens han donat i he revisat els conceptes de la unitat cada dia per estar preparat per a les avaluacions. Estic al dia amb el treball.""","diari d'aprenentatge, reflexió, metacognició, seguiment, autoavaluació","Pensament Crític i Metacognició, Avaluació Formativa i Feedback",,"Eina en què l'alumnat registra periòdicament experiències, dificultats i avenços d'aprenentatge. Serveix per afavorir la metacognició, el seguiment del treball, l'autoavaluació i la presa de consciència sobre el propi procés.",Metodologies actives,metac_040; metac_077; metac_074
metac_031,Digital storytelling (relats digitals),"Els relats o narracions digitals consisteixen a combinar narratives i contingut digital, incloent-hi imatges, so i vídeo, a fi de crear una pel·lícula curta, usualment amb fort contingut emocional (Educause. (2011). Siete elementos esenciales de las Narraciones Digitales).

La planificació i l'elaboració de projectes multimèdia en forma de relat (*digital storytelling*, DST) intenta aprofitar les noves tecnologies digitals per potenciar aquest recurs didàctic. Originàriament, els DST se centraven sobretot en narracions d'experiències personals en format de vídeo, amb veu o entrevistes, de menys de 5 minuts. Actualment, el relat digital també pot integrar recursos argumentals i informatius, propis d'un gènere més documental.

Els relats digitals poden ser fer pel professorat, però amb les orientacions adequades els poden fer també l'alumnat (per més detalls veieu 8 pasos para implementar storytelling en el aula).
---

Font: Relatos digitales (digital storytelling) a De Haro, J.J. (2022). Herramientas y Servicios TIC Abiertos Para Educación.

## Exemple

En una unitat de biologia sobre malalties infeccioses, l’alumnat crea un relat digital de tres minuts titulat “El viatge d’un virus”. Cada equip tria un punt de vista: una cèl·lula infectada, una persona malalta, el sistema immunitari o un equip mèdic.

El producte final combina una narració breu, imatges, esquemes senzills, música o efectes de so i una conclusió científica. El docent demana que el relat inclogui conceptes com transmissió, resposta immunitària, prevenció i tractament. En presentar-lo, cada grup explica quines decisions narratives ha pres i quins continguts científics ha volgut comunicar.","relat digital, comunicació, creativitat, projecte, multimèdia","Construcció de coneixement, Comunicació i Creativitat",,"Activitat en què l'alumnat crea relats digitals combinant narració, imatges, àudio o vídeo. Serveix per comunicar aprenentatges, desenvolupar creativitat, organitzar informació i produir materials multimèdia amb intenció expressiva o explicativa.",Metodologies actives,metac_100; metac_014; metac_097
metac_032,El foli giratori,"MIDA DE L'EQUIP: Equip base. 

OBJECTIUS: Activar coneixements previs, generar idees noves a partir d'altres, avaluar la comprensió d'un contingut. 

PASSOS: 

1. El professor encarrega una tasca als equips base (una llista de paraules, la redacció d'un conte, el que saben d'un determinat tema per conèixer les seves idees prèvies, una frase que resumeixi una idea fonamental del text que han llegit, etc.). 
1. Un alumne de l'equip comença a escriure la seva resposta en un foli i després l'hi passa al company del costat, seguint el sentit de les agulles del rellotge, de manera que el foli vagi girant. 
1. El següent alumne ha d'escriure la seva resposta, afegint nova informació per enriquir el treball. En acabar, s'ho passa al company del costat. 
1. El foli ha d'anar girant fins que tots hagin participat en la tasca, i tantes vegades com sigui necessari, fins que s'acabi el temps. 

OBSERVACIONS I CONSELLS PRÀCTICS: 
Recordar que mentre un membre de l'equip està escrivint la seva part, els altres han d'estar atents, ajudar-lo, corregir-li. També hi ha la possibilitat d'executar l'estructura de forma silenciosa. D'aquesta manera el docent pot indagar què ha aportat cadascú al grup 
(ús de colors diferents a l'hora d'escriure). 

Perquè l'activitat sigui dinàmica, establir una rotació ràpida, fins i tot controlant amb un rellotge. 

Demanar als alumnes que cada un escrigui amb un color diferent, d'aquesta manera podrem diferenciar bé les seves aportacions. 
Es pot utilitzar una petita pissarra en comptes d'un foli. Introduir materials que aportin novetat a l'activitat. 

Observar les aportacions de cada un dels membres de l'equip. 


Font:  Pérez, M. (2015). Dinámicas cooperativas.

---

**Explicació de la tècnica:**



## Exemple

En una classe de llengua, el professor demana a cada equip que escrigui un conte breu a partir d’una imatge. El primer alumne escriu l’inici de la història durant un minut i passa el foli al company de la dreta. El segon continua la narració, el tercer introdueix un conflicte i el quart proposa un desenllaç.

En una segona volta, cada estudiant revisa o millora una part del text: vocabulari, coherència, connectors o correcció ortogràfica. Al final, l’equip llegeix el conte i comenta quina aportació ha fet cada membre. La tècnica garanteix que tothom participi i permet construir un producte comú a partir d’intervencions successives.

","activació de coneixements previs, cooperació, síntesi, participació, escriptura","Activació de coneixements previs, Processament i Anàlisi de la informació, Avaluació Formativa i Feedback, Cohesió i Cooperació",,"Estructura cooperativa en què un foli circula per l'equip i cada membre hi afegeix una aportació. Serveix per activar coneixements previs, generar idees, construir respostes col·lectives i afavorir la participació de tothom.",Organització de l’aprenentatge cooperatiu,metac_088; metac_048; metac_033
metac_033,El joc de les paraules,"1. El mestre o la mestra escriu a la pissarra unes quantes paraules clau sobre el tema que estan treballant o que ja han acabat de treballar.
1. En cadascun dels equips base, els estudiants han d’escriure una frase amb aquestes paraules, cadascú a partir d’una de les paraules clau, o expressar la idea que hi ha “darrere” d’aquestes paraules. Perquè siguin fàcilment manipulables, escriuen la frase en un paper petit.
1. A continuació, seguint un ordre determinat, cada estudiant mostra la frase que ha escrit als companys i companyes, que la corregeixen, la matisen i la completen. D’alguna manera, la fan seva i ja és una frase col·lectiva de tot l’equip, no només de qui l’ha escrita inicialment.
1. Després les ordenen sobre la taula seguint un criteri lògic, formant una mena d’esquema resum o mapa conceptual del tema.
1. Quan el mestre o la mestra ha donat el vistiplau a l’ordre establert, les numeren i, per parelles, s’encarreguen de passar-les a net i fer-ne una còpia per a cada membre de l’equip.

Criteris per potenciar la participació i la interacció:

- Les paraules clau poden ser les mateixes per a tots els equips, o cada equip base pot tenir una llista diferent. Les frases o idees construïdes amb les paraules clau representen una síntesi del tema treballat.
- Els equips poden decidir quina paraula utilitzarà cada membre, o bé pot ser l’educador qui ho determini. Cal assegurar que l’alumnat amb més dificultats rebi una paraula a partir de la qual sigui més senzill redactar una frase.
- En aplicacions successives, es procura que cada vegada sigui un alumne diferent qui iniciï la ronda de correccions.
- Quan passen les frases a net per parelles, es poden alternar: mentre un escriu, l’altre dicta i comprova que s’escrigui correctament.

Adaptat de Pujolàs, P. & Lago, J. R. (2011). El programa CA/AC per ensenyar a aprendre en equip.

## Exemple
El mestre escriu a la pissarra paraules clau com “comunicació”, “lideratge”, “equip” o “resolució de conflictes”. Cada alumne escriu una frase amb una paraula, el grup la revisa i, finalment, ordenen les frases per construir un esquema o mapa conceptual compartit.","paraules clau, síntesi, mapa conceptual, cooperació, comprensió","Processament i Anàlisi de la informació, Resolució de problemes i Reptes, Cohesió i Cooperació, Comunicació i Creativitat",Núvol de paraules|https://jjdeharo.github.io/directo/nube.html,"Tècnica en què l'alumnat crea frases a partir de paraules clau i després les organitza en un esquema o mapa. Serveix per repassar continguts, elaborar síntesis, construir significat compartit i reforçar la cooperació.",Organització de l’aprenentatge cooperatiu,metac_063; metac_032; metac_069
metac_034,El model 5E,"## Descripció
Model didàctic que organitza una seqüència d’aprenentatge actiu en cinc fases. S’utilitza sobretot en ciències i aprenentatge per indagació, però es pot aplicar a moltes àrees quan es vol combinar curiositat, exploració, explicació, aplicació i avaluació.

## Fases
1. **Enganxar / Engage**: despertar l’interès, plantejar una situació inicial i activar coneixements previs.
2. **Explorar / Explore**: investigar, observar, manipular dades o materials i formular primeres explicacions.
3. **Explicar / Explain**: organitzar les idees, introduir conceptes formals i construir una explicació compartida.
4. **Elaborar / Elaborate**: aplicar el que s’ha après en nous contextos, problemes o tasques de transferència.
5. **Avaluar / Evaluate**: recollir evidències, revisar la comprensió i proporcionar feedback durant i al final del procés.

## Funcionament
1. Es dissenya una seqüència que comença amb una pregunta, fenomen o repte motivador.
2. L’alumnat explora abans de rebre tota l’explicació formal.
3. El professor ajuda a ordenar les idees i connectar l’experiència amb els conceptes.
4. Es proposen noves situacions per aplicar i transferir el que s’ha après.
5. L’avaluació s’integra al llarg de tota la seqüència.

## Objectius
- Estructurar seqüències d’aprenentatge actiu.
- Activar coneixements previs i promoure la indagació.
- Afavorir l’aplicació, la transferència i l’avaluació formativa.

## Exemple complet
Tema: **Què necessiten les llavors per germinar?**

1. **Enganxar / Engage**: el professor mostra dos testos, un amb llavors germinades i un altre sense germinar. Pregunta: “Si tots dos tenien llavors, per què en un han germinat i en l’altre no?”. L’alumnat escriu les seves idees inicials sobre el paper de l’aigua, la llum, la temperatura i el tipus de sòl.
2. **Explorar / Explore**: en equips, l’alumnat dissenya i realitza una petita investigació. Col·loca llavors en condicions diferents: amb aigua i sense aigua, amb llum i sense llum, en fred i a temperatura ambient. Observa els canvis durant diversos dies i registra dades en una taula.
3. **Explicar / Explain**: cada equip comparteix els resultats. A partir de les observacions, el grup construeix una explicació inicial. Després, el professor introdueix els conceptes de germinació, condicions necessàries, control de variables i evidència experimental.
4. **Elaborar / Elaborate**: l’alumnat aplica el que ha après a una situació nova: dissenyar recomanacions per germinar llavors en un hort escolar o explicar per què algunes llavors guardades a casa no germinen. Ha de justificar les seves propostes amb dades de l’experiment.
5. **Avaluar / Evaluate**: l’alumnat revisa les seves idees inicials, compara què pensava abans i què pot explicar ara, completa una breu autoavaluació i entrega una conclusió basada en evidències. El professor valora la qualitat del disseny experimental, l’ús de dades i l’explicació final.","model 5E, indagació, coneixements previs, aplicació, avaluació formativa, cooperació","Activació de coneixements previs, Processament i Anàlisi de la informació, Construcció de coneixement, Resolució de problemes i Reptes, Pensament Crític i Metacognició, Avaluació Formativa i Feedback, Cohesió i Cooperació, Comunicació i Creativitat",,"Model didàctic basat en les fases d'enganxar, explorar, explicar, elaborar i avaluar. Serveix per estructurar seqüències d'aprenentatge actiu, activar coneixements previs, promoure indagació, aplicar conceptes i avaluar durant el procés.",Marcs educatius,metac_008; metac_011; metac_051
