ID,Technique,Description,Tags,Fields,Program,Abstract,Bloque,Relacionadas
metac_021,Conozcámonos,"## Objetivo

Que las personas del grupo se conozcan e intercambien gustos, preferencias, ideas y opiniones.

## Desarrollo
 Se entrega a cada participante una ficha con preguntas sobre diversos temas (aspectos personales, aficiones, habilidades, opiniones...) para que la complete. Para ello tendrá que preguntar sobre estas cuestiones a las personas del grupo.

Busca compañeras y compañeros que ... Nombres

- Sepan tocar la guitarra
- Este fin de semana hayan ido al cine
- Hayan viajado alguna vez a París
- Les guste coleccionar cosas
- No tengan teléfono móvil
- Tengan algún animal en casa
- ...

A continuación, se hará una valoración de la actividad con preguntas como las siguientes:

- ¿Habéis conseguido completar la tabla?
- ¿Hay alguna pregunta que no os haya gustado?
- ¿Habéis descubierto alguna nueva característica de algún compañero o compañera?...

Conclusiones

Es interesante conocer a las personas con las que convivimos día a día porque así las podemos comprender mejor y cooperar en la consecución de objetivos comunes.

Fuente: ECO. (2007). Dinámicas para hacer grupo.

## Ejemplo

En la primera semana de clase, el profesor entrega una ficha con frases como: “Busca a alguien que tenga un animal en casa”, “Busca a alguien que practique algún deporte”, “Busca a alguien que sepa cocinar algo sencillo” o “Busca a alguien que haya leído un libro este verano”.

Durante unos minutos, el alumnado se mueve por el aula, pregunta a sus compañeros y anota nombres en la ficha. Después, se hace una puesta en común: cada estudiante comenta algo que ha descubierto de otra persona. La actividad ayuda a romper el hielo, favorece la interacción inicial y permite que el grupo encuentre afinidades más allá de los grupos habituales.","cohesión de grupo, conocimiento personal, comunicación, preguntas","Cohesión y Cooperación, Comunicación y Creatividad",,"Dinámica de grupo en la que los participantes buscan compañeros que cumplan determinadas características o respondan a ciertas preguntas. Sirve para favorecer el conocimiento mutuo, iniciar la cohesión del grupo y mejorar la interacción entre alumnos.",Organización del aprendizaje cooperativo,metac_002; metac_054; metac_089
metac_022,Contrasta y compara,"La rutina de pensamiento Contrasta y compara es una técnica que se puede utilizar para ayudar a los alumnos a mejorar su comprensión y profundización en los conceptos o hechos que están estudiando. Esta rutina se puede aplicar tanto al comienzo de un tema como durante o al finalizarlo, dependiendo de las necesidades y objetivos del aprendizaje.

PROFESOR:

1. Proporciona a los alumnos diferentes fuentes de información sobre el tema que están estudiando, como artículos, libros o vídeos.

1. Pide a los alumnos que lean o vean las diferentes fuentes de información y que tomen notas sobre los puntos clave que encuentren.

1. Organiza a los alumnos en grupos de trabajo y pide que compartan sus notas con los otros miembros del grupo.

1. Asigna a cada grupo la tarea de comparar y contrastar las diferentes fuentes de información. Pide que busquen similitudes y diferencias entre las fuentes, y que reflexionen sobre por qué hay diferencias y cómo afectan a la comprensión del tema.

1. Proporciona soporte y guía a los grupos mientras realizan la tarea. Puedes hacerlo preguntando a los alumnos cuáles son las similitudes y diferencias que han encontrado, o proporcionando feedback sobre la calidad de las comparaciones que han hecho.

ALUMNO:

1. Examinad las diferentes fuentes de información que el profesor ha proporcionado.

1. Tomad notas sobre los puntos clave que encontréis en las fuentes.

1. Comparad y contrastad las diferentes fuentes de información con los otros miembros del grupo. Buscad similitudes y diferencias entre las fuentes, y reflexionad sobre por qué hay diferencias y cómo afectan a la comprensión del tema.

1. Participad en las discusiones con el grupo y compartid las ideas y reflexiones sobre las comparaciones y contrastes que habéis hecho.

1. Utilizad las notas y las reflexiones que habéis hecho para mejorar la comprensión del tema.

1. Escuchad el *feedback* del profesor y utilizadlo para mejorar las comparaciones y contrastes que habéis hecho.

## Ejemplo
Objetivo: Mejorar la comprensión de los alumnos sobre la Revolución Francesa

- Etapa 1: Proporcionar a los alumnos diferentes fuentes de información sobre la Revolución Francesa
  - Artículos de revistas
  - Libros de texto
  - Vídeos de historia
- Etapa 2: Pedir a los alumnos que lean o vean las fuentes de información y que tomen notas sobre los puntos clave
- Etapa 3: Organizar a los alumnos en grupos de trabajo y pedir que compartan sus notas
- Etapa 4: Asignar a cada grupo la tarea de comparar y contrastar las diferentes fuentes de información
  - Buscar similitudes y diferencias entre las fuentes
  - Reflexionar sobre por qué hay diferencias y cómo afectan a la comprensión del tema
- Etapa 5: Proporcionar soporte y guía a los grupos mientras realizan la tarea
  - Hacer preguntas
  - Proporcionar *feedback* sobre la calidad de las comparaciones
- Resultado: Mejora de la comprensión de los alumnos sobre la Revolución Francesa y desarrollo de habilidades de pensamiento crítico y comunicación.","comparación, contraste, análisis, lectura, pensamiento crítico, feedback","Rutinas de pensamiento, Procesamiento y Análisis de la información, Pensamiento Crítico y Metacognición",,"Rutina en la que el alumnado compara distintas fuentes, ideas o fenómenos, identificando semejanzas y diferencias. Sirve para mejorar la comprensión, desarrollar pensamiento crítico y justificar comparaciones a partir de evidencias o información relevante.",Metodologías activas,metac_113; metac_028; metac_004
metac_023,Contrato de aprendizaje,"## Descripción
Acuerdo explícito entre alumno y profesor sobre objetivos, tareas, tiempos, recursos y criterios de evaluación. Ayuda a organizar el trabajo autónomo y a responsabilizar al alumnado de su propio proceso.

## Funcionamiento
1. Se define qué debe aprender o conseguir el alumno.
2. Se acuerdan tareas, productos o evidencias.
3. Se establecen plazos y recursos disponibles.
4. Se concretan criterios de evaluación y seguimiento.
5. Al final, el alumno revisa el grado de cumplimiento y reflexiona sobre el proceso.

## Objetivos
- Favorecer la autonomía y la planificación.
- Hacer visibles los compromisos de trabajo.
- Mejorar la autorregulación y la evaluación formativa.

## Ejemplo
En un proyecto de investigación, cada alumno acuerda con el profesor la pregunta que trabajará, las fuentes que consultará, el producto final y las fechas de entrega parciales.","autonomía, planificación, seguimiento, evaluación formativa, metacognición","Evaluación Formativa y Feedback, Pensamiento Crítico y Metacognición",,"Acuerdo entre alumno y profesor sobre objetivos, tareas, recursos, plazos y criterios de evaluación. Sirve para favorecer la autonomía, la planificación, la responsabilidad personal y el seguimiento del propio aprendizaje.",Marcos educativos,metac_077; metac_030; metac_107
metac_024,Controversia académica,"OBJETIVOS: Mejorar la comprensión de los diferentes puntos de vista sobre un tema, desarrollar habilidades de debate, mejorar las capacidades de argumentación y de comunicación.

MÉTODO

1. Se divide el grupo en equipos de cuatro personas.
1. Cada pareja se posiciona sobre un tema determinado, una defendiendo una posición y la otra la posición contraria.
1. Cada pareja busca información para argumentar su posición y la presenta al grupo.
1. Después de las exposiciones, las parejas cambian de posición y seleccionan los mejores argumentos de la otra pareja para profundizar en ellos y presentarlos al grupo, en la posición contraria a la que defendían antes.
1. Finalmente, se hace una síntesis de los mejores argumentos para cada posición.

La idea es que, a medida que avanza la actividad, los estudiantes se vayan dando cuenta de la complejidad del tema y puedan ver las diferentes perspectivas que hay alrededor de él. Así, en lugar de defender una posición de manera enconada, aprenden a argumentar de manera más abierta y a tener en cuenta las diferentes perspectivas.


OBSERVACIONES Y CONSEJOS PRÁCTICOS:

- Se puede utilizar en cualquier momento del proceso de aprendizaje, tanto para resolver dudas o problemas como para repasar o profundizar en un tema determinado.

- Se puede hacer de forma oral o por escrito, dependiendo de las preferencias o necesidades de los estudiantes.

- Se puede utilizar para cualquier tema o materia, siempre que haya diferentes puntos de vista u opiniones sobre él.

- Hay que establecer las normas de debate antes de empezar la actividad, con el fin de garantizar una discusión respetuosa y productiva.

- Se recomienda realizar una síntesis final de las ideas expuestas por cada equipo, con el fin de facilitar la comprensión de los diferentes puntos de vista y la profundización en el tema.

Fuente: *Structuring Academic Controversy*, Johnson y Johnson, 1994 en Grup de recerca sobre aprenentatge entre iguals. (2016).

## Ejemplo

En una clase de biología, el profesor plantea la cuestión: “¿Debe permitirse el uso de organismos modificados genéticamente en la agricultura?”. En cada equipo de cuatro, una pareja prepara argumentos a favor y la otra argumentos en contra, utilizando fuentes proporcionadas por el docente.

Primero, cada pareja expone su posición. Después, las parejas cambian de postura y deben defender la posición contraria con los mejores argumentos que han escuchado. Al final, el equipo elabora una síntesis que incluya beneficios, riesgos, condiciones de uso y dudas pendientes.

La actividad permite que el alumnado comprenda la complejidad del tema y aprenda a argumentar sin reducir el debate a una oposición simple entre estar a favor o en contra.","debate, argumentación, perspectiva, pensamiento crítico, cooperación, síntesis","Activación de conocimientos previos, Procesamiento y Análisis de la información, Resolución de problemas y Retos, Pensamiento Crítico y Metacognición, Evaluación Formativa y Feedback, Cohesión y Cooperación, Comunicación y Creatividad",,"Técnica en la que el alumnado defiende posturas opuestas sobre un tema y después cambia de perspectiva. Sirve para mejorar la argumentación, comprender la complejidad de los asuntos debatidos, escuchar razones contrarias y elaborar síntesis equilibradas.",Organización del aprendizaje cooperativo,metac_090; metac_042; metac_019
metac_025,"Cronometrado, Pareja, Comparte (Timed, Pair, Share)","1. El profesor propone un tema y marca un tiempo determinado para cada intervención.
1. Se forman parejas de estudiantes y se distribuye el tiempo de manera equitativa entre ellos.
1. El estudiante A comparte sus pensamientos sobre el tema mientras el estudiante B escucha de manera activa y toma notas.
1. Una vez finalizado el tiempo asignado, el estudiante B comparte sus pensamientos mientras el estudiante A escucha y toma notas.
1. Después del intercambio de ideas entre ambos estudiantes, se discuten los puntos de vista y se trabaja en una síntesis de las ideas compartidas por ambos.
1. El profesor puede guiar la discusión y ayudar a aclarar los puntos de vista o conflictos que puedan surgir.
1. Se valora la participación activa y la calidad de las ideas compartidas por ambos estudiantes.

Fuentes:

- Clowes, G. (2011). The Essential 5: A Starting Point for Kagan Cooperative Learning
- Carolina, H. L. K., Tamara, O. L. M., & Wendy, S. (2016). Aprendizaje cooperativo en la universidad

## Ejemplo

1. El profesor propone el tema """"La importancia de los océanos en el clima del planeta"" "".
1. Marcamos un tiempo de 5 minutos para cada intervención.
1. El estudiante A comparte con el estudiante B su opinión sobre el tema, mientras B escucha de manera activa.
1. Después de 5 minutos, B comparte con A su opinión sobre el tema, mientras A escucha de manera activa.
1. Una vez finalizadas las intervenciones, se realiza una breve síntesis de los puntos de vista de cada pareja.","parejas, escucha activa, síntesis, participación, comunicación","Construcción de conocimiento, Pensamiento Crítico y Metacognición, Evaluación Formativa y Feedback, Cohesión y Cooperación",,"Estructura cooperativa en parejas con tiempos definidos para hablar y escuchar. Sirve para asegurar participación equilibrada, mejorar la escucha activa, compartir ideas y elaborar una síntesis común a partir de las aportaciones de ambos alumnos.",Organización del aprendizaje cooperativo,metac_095; metac_072; metac_083
metac_026,"CSI: Color, Símbolo, Imagen","Una rutina para extraer la esencia de las ideas no verbales

## Finalidad: ¿Qué tipo de pensamiento fomenta esta rutina?

Esta rutina ayuda a los alumnos a identificar y depurar la esencia de las ideas de la lectura, la explicación o el visionado, de manera no verbal usando un color, un símbolo y una imagen para representarlas.

## Aplicación: ¿Dónde y cuándo podemos utilizar esta rutina?
Esta rutina se puede utilizar para mejorar la comprensión de una lectura, una explicación o un tema visionado. Podéis ayudar a los alumnos si las primeras veces se realizan con textos que tengan bien destacadas las ideas importantes. La síntesis ocurre cuando los alumnos seleccionan un color, símbolo e imagen para representar tres ideas. Esta rutina facilita la discusión de un texto o de acontecimientos cuando los alumnos comparten los colores, los símbolos o las imágenes.

## Método: ¿Cómo podemos utilizar esta rutina?

Después de leer un texto, el profesor pregunta a la clase qué ideas son las más interesantes o relevantes y se realiza una lista en la pizarra.

El profesor selecciona una de estas ideas y pide a los alumnos: *¿qué color utilizarías para representar esta idea? *

Selecciona otra idea y pregunta: *¿qué símbolo se podría utilizar para representar esta idea?* (recordar a los alumnos que el símbolo es una representación o dibujo sencillo, como el símbolo del dólar)

Selecciona otra idea y pregunta: *¿qué imagen usarías para representar esta idea? *(recordar a los alumnos que una imagen es algo visual o metafórico, pero que es más compleja y más desarrollada que un símbolo, por ejemplo el billete).

CSI: COLOR, SÍMBOLO, IMAGEN

Una rutina para extraer la esencia de las ideas no verbales

| IDEA 1 |IDEA 2 | IDEA 3 |
|**Color**
¿Qué color elegirías para representar esta idea?  |**Símbolo**
¿Qué símbolo elegirías para representar esta idea?|**Imagen**
¿Qué imagen elegirías para representar esta idea? |
 


COMENTARIOS










---

## Ejemplo de aplicación de la rutina CSI: Color, Símbolo, Imagen

- Objetivo: Mejorar la comprensión de los alumnos sobre la Segunda Guerra Mundial
- Etapa 1: Proporcionar a los alumnos información sobre la Segunda Guerra Mundial a través de lecturas y vídeos
- Etapa 2: Pedir a los alumnos que seleccionen tres ideas importantes del tema
  - Ejemplo: La expansión del nazismo, el ataque a Pearl Harbor, la victoria de los Aliados
- Etapa 3: Pedir a los alumnos que elijan un color, un símbolo y una imagen para representar cada idea
  - Ejemplo:
    - La expansión del nazismo: Color rojo, símbolo de bandera nazi, imagen de Adolf Hitler
    - El ataque a Pearl Harbor: Color azul, símbolo de barco, imagen de la flota norteamericana en llamas
    - La victoria de los Aliados: Color verde, símbolo de bandera de los Estados Unidos, imagen de soldados celebrando la victoria
- Etapa 4: Pedir a los alumnos que compartan los colores, símbolos e imágenes con el grupo
- Resultado: Mejora de la comprensión de los alumnos sobre la Segunda Guerra Mundial y desarrollo de la capacidad de síntesis de los alumnos a través del uso de elementos virtuales.

- Etapa 5: Utilizar los colores, símbolos e imágenes seleccionados para abrir discusiones y reflexionar sobre el tema. Puedes hacer preguntas como:
  - ¿Qué representa cada color, símbolo e imagen para ti?
  - ¿Cómo están relacionadas las diferentes ideas con los colores, símbolos e imágenes seleccionados?
  - ¿Cuáles son las implicaciones de cada idea para el mundo actual?

Esta rutina puede ser útil para ayudar a los alumnos a mejorar la comprensión de un tema complejo y a desarrollar habilidades de pensamiento crítico y reflexión.","síntesis visual, creatividad, comunicación, comprensión, reflexión","Rutinas de pensamiento, Pensamiento Crítico y Metacognición, Comunicación y Creatividad",BoardLive: Pizarra colaborativa|https://boardlive.github.io/,"Rutina en la que el alumnado representa ideas mediante un color, un símbolo y una imagen. Sirve para identificar la esencia de un contenido, desarrollar síntesis visual, estimular la creatividad y facilitar la discusión sobre significados.",Metodologías activas,metac_100; metac_097; metac_069
metac_027,Pensamiento de diseño (Design Thinking),"## Descripción
Metodología activa orientada a resolver problemas mediante un proceso creativo centrado en las personas. Parte de la comprensión de una necesidad, genera ideas, construye prototipos y los prueba para mejorarlos.

## Fases habituales
1. **Empatizar**: comprender a las personas afectadas por el problema.
2. **Definir**: formular con claridad la necesidad o reto.
3. **Idear**: generar muchas soluciones posibles.
4. **Prototipar**: construir una versión sencilla de la solución.
5. **Probar**: recoger feedback y mejorar la propuesta.

## Objetivos
- Desarrollar creatividad aplicada a problemas reales.
- Fomentar la colaboración y la toma de decisiones.
- Aprender a mejorar una solución a partir de pruebas y retroalimentación.

## Ejemplo
En digitalización, los alumnos diseñan una solución para mejorar la organización de tareas del grupo clase. Entrevistan a compañeros, definen necesidades, proponen ideas, crean un prototipo de plantilla digital y lo prueban durante una semana.","diseño, empatía, prototipo, creatividad, feedback, resolución de problemas","Resolución de problemas y Retos, Comunicación y Creatividad, Cohesión y Cooperación, Evaluación Formativa y Feedback",Lluvia de ideas y votos|https://jjdeharo.github.io/directo/ideas.html,"Metodología centrada en resolver problemas mediante empatía, definición del reto, ideación, prototipado y prueba. Sirve para desarrollar creatividad aplicada, trabajo en equipo, mejora mediante feedback y soluciones centradas en las necesidades de las personas.",Marcos educativos; Metodologías activas,metac_046; metac_015; metac_064
metac_028,Detecta patrones,"La rutina de pensamiento """"detecta patrones"""" consiste en buscar e identificar relaciones o patrones entre diferentes conceptos o hechos. Esta rutina puede ser muy útil para ayudar a los alumnos a comprender mejor los conceptos y a realizar conexiones con los conocimientos que ya han adquirido. A continuación, te doy una serie de pasos para realizar esta rutina de forma efectiva:

    PROFESOR:

1. Selecciona los conceptos o hechos que quieres que los alumnos analicen. Puedes hacerlo al principio, durante o al final de un tema, dependiendo de qué objetivos quieras alcanzar.

1. Proporciona a los alumnos la información o los datos que necesitan para realizar la rutina. Esto puede incluir textos, imágenes, datos o cualquier otro recurso que creas que puede ser útil.

1. Pide a los alumnos que busquen relaciones o patrones entre los conceptos o hechos que han estudiado. Puedes utilizar preguntas orientadoras como """"¿qué relaciones ves entre estos conceptos?"""", """"¿qué patrones se pueden identificar?"""", etc.

1. Facilita la discusión entre los alumnos y ayuda a identificar los patrones o las relaciones que han encontrado. Puedes utilizar técnicas como el debate o las preguntas abiertas para promover la reflexión.

    ALUMNO:

1. Lee o estudia la información o los datos que te han proporcionado los profesores.

1. Busca relaciones o patrones entre los conceptos o hechos que has estudiado. Utiliza tu pensamiento crítico para analizar la información y realizar conexiones con los conocimientos que ya tienes.
1. Discute con tus compañeros de clase los patrones o las relaciones que has encontrado. Trata de justificar tus ideas con ejemplos o evidencias.

1. Aporta ideas nuevas y originales para ayudar a identificar más patrones o relaciones. Utiliza tu pensamiento creativo para generar nuevas ideas o para ver las cosas desde un punto de vista diferente.

1. Reflexiona sobre los patrones o las relaciones que has identificado y considera sus consecuencias o implicaciones. ¿Qué significa esto para ti y para los demás? ¿Cómo puedes aplicar estas relaciones o patrones a otras situaciones o problemas?

1. Expresa tus ideas de manera clara y coherente, utilizando ejemplos o evidencias para justificarlas. Trata de utilizar diferentes estrategias para comunicar tus ideas, como el debate, la presentación oral o la escritura.

1. Escucha atentamente las ideas de tus compañeros de clase y considera sus aportaciones. Pregúntales para aclarar cualquier duda o para obtener más información.

1. Haz un resumen de las ideas más importantes que han surgido de la discusión y reflexiona sobre lo que has aprendido. ¿Qué relaciones o patrones has identificado? ¿Qué ideas nuevas has aprendido? ¿Cómo puedes aplicar estas ideas a otras situaciones o problemas?

## Ejemplo

En una clase de matemáticas aplicadas, el profesor entrega una tabla con los ingresos y gastos mensuales de varias familias ficticias. El alumnado observa los datos y busca patrones: qué tipos de gastos aumentan cuando suben los ingresos, qué gastos se mantienen estables y qué situaciones generan más riesgo de déficit.

Después, en parejas, formulan relaciones como: “Cuando el alquiler supera un tercio de los ingresos, aumenta la probabilidad de que el presupuesto sea negativo” o “Los gastos variables explican muchas diferencias entre familias con ingresos parecidos”.

La actividad termina con una discusión sobre cómo esos patrones pueden ayudar a tomar decisiones de ahorro, consumo o planificación económica.","patrones, análisis, relaciones, pensamiento crítico, comunicación","Rutinas de pensamiento, Procesamiento y Análisis de la información, Resolución de problemas y Retos, Pensamiento Crítico y Metacognición, Comunicación y Creatividad",,"Rutina en la que el alumnado busca relaciones o regularidades entre conceptos, datos o hechos. Sirve para mejorar la comprensión, conectar ideas, justificar interpretaciones y desarrollar pensamiento crítico mediante la identificación de patrones.",Metodologías activas,metac_022; metac_064; metac_103
metac_029,Diana de evaluación,"## Descripción
Instrumento visual de autoevaluación o coevaluación que permite valorar diferentes criterios en una escala representada como una diana. Cuanto más cerca del centro, mayor grado de logro o acuerdo.

## Funcionamiento
1. El profesor define los criterios que se van a valorar.
2. Cada criterio ocupa un sector de la diana.
3. El alumnado marca su nivel de logro en cada sector.
4. Se comparan percepciones, se justifican las marcas y se proponen mejoras.
5. Puede repetirse al inicio y al final de una tarea para ver progreso.

## Objetivos
- Facilitar una evaluación visual y rápida.
- Promover la reflexión sobre varios criterios a la vez.
- Ayudar a formular propuestas de mejora.

## Ejemplo
Después de una exposición oral, cada alumno valora claridad, dominio del contenido, uso de apoyos visuales y participación del equipo. Después escribe una acción concreta para mejorar.","autoevaluación, coevaluación, criterios, feedback, visual","Evaluación Formativa y Feedback, Pensamiento Crítico y Metacognición, Comunicación y Creatividad",Escala de valoración|https://jjdeharo.github.io/directo/escala.html,"Instrumento visual de autoevaluación o coevaluación en el que se valoran varios criterios sobre una diana. Sirve para hacer visible el grado de logro, comparar percepciones, justificar valoraciones y proponer mejoras.",Metodologías activas,metac_037; metac_122; metac_096
metac_030,Diario de aprendizaje,"Un diario de aprendizaje es un objeto donde el alumnado registra periódicamente sus expe­riencias en el proceso de aprendizaje. Aunque lo más habitual es que sea algún tipo de docu­mento con texto, no hay ningún inconveniente en que esté formado por audio (pódcast) o vídeo, siempre que se res­pete el marco temporal en su construcción.

En un diario de este tipo, el alumnado expresa las dificultades que tiene, aquello que más o menos le gusta, los problemas que puede tener con los compañeros, etc. 

Se les puede proponer hacer lo siguiente:

| Algunas cuestiones para reflexionar en el diario |
|---|
|**Cuestiones que tenéis que poner siempre**:

🤔 ¿Qué hemos hecho esta semana?
😓 Aspectos donde tengo más dificultades.|
|**Más sugerencias**:

Aspectos donde tengo más facilidad.
Aspectos que tenía pendientes y que he podido resolver desde la semana pasada.
Qué dudas tengo y qué puedo hacer para resolverlas.
Aspectos que más/menos me han gustado.
He ayudado a los compañeros o me han ayudado ellos.
¿Llevo mi trabajo al día?
…|

Lo pueden escribir una vez por semana dedicándole unos 10-15 minutos.



Fuente: De Haro, J.J. (2022). Eines per l’avaluació del diari d’aprenentatge individual i del treball en equip.

## Dificultades al realizar el diario de aprendizaje

Hay diferentes obstáculos que el alumnado puede encontrar al realizar el diario de aprendizaje:

- Falta de tiempo: realizar el diario de aprendizaje puede requerir un poco de tiempo cada semana y el alumnado puede encontrarse con la presión de otros compromisos como deberes, actividades extraescolares, etc. Para superar este obstáculo, se puede establecer una rutina para realizar el diario de aprendizaje cada semana y ser constante en su realización. También se puede buscar un momento de la semana donde se tenga más tiempo libre para hacerlo.

- Falta de motivación: quizás el alumnado no ve la utilidad del diario de aprendizaje y, por tanto, no se siente motivado a hacerlo. En este caso, se puede hablar con el alumnado sobre los beneficios del diario de aprendizaje, como la posibilidad de reflexionar sobre el propio aprendizaje, identificar las dificultades y buscar soluciones, etc. También se puede realizar un seguimiento del diario de aprendizaje con el alumnado para ayudarlo a ver el progreso que está realizando.

- Dificultad para expresarse: quizás el alumnado tiene dificultades para expresar sus ideas y reflexiones de manera escrita. En este caso, se puede ofrecer ayuda para mejorar las habilidades de escritura, como realizar ejercicios de escritura o proporcionar ejemplos de entradas del diario de aprendizaje. También se puede considerar la opción de realizar el diario de aprendizaje de manera oral o con vídeo en lugar de manera escrita.

## Ejemplo de una entrada

""""Esta semana hemos estudiado la unidad sobre las fuerzas en Física. Al principio me costó un poco entender el concepto de fuerza, pero finalmente lo conseguí gracias a la explicación de mi profesor y a los ejercicios que hicimos en clase. También he tenido dificultades para resolver los problemas que nos han puesto como deberes, pero he pedido ayuda a mis compañeros y a la profesora y así lo he podido resolver.

De entre todos los conceptos de la unidad, los que más me han costado han sido los problemas prácticos. En cambio, los conceptos teóricos los he entendido muy bien. Aun así, todavía me queda alguna duda sobre cómo hay que aplicar la fuerza de fricción en algunos casos.

Una de las cosas que más me ha gustado de esta semana ha sido el trabajo en equipo con mis compañeros para resolver los problemas. También he ayudado a mis compañeros a entender los conceptos teóricos de la unidad.

He hecho todos los deberes que nos han dado y he revisado los conceptos de la unidad cada día para estar preparado para las evaluaciones. Estoy al día con el trabajo.","diario de aprendizaje, reflexión, metacognición, seguimiento, autoevaluación","Pensamiento Crítico y Metacognición, Evaluación Formativa y Feedback",,"Herramienta en la que el alumnado registra periódicamente experiencias, dificultades y avances de aprendizaje. Sirve para favorecer la metacognición, el seguimiento del trabajo, la autoevaluación y la toma de conciencia sobre el propio proceso.",Metodologías activas,metac_040; metac_077; metac_074
metac_031,Digital storytelling (relatos digitales),"Los relatos o narraciones digitales consisten en combinar narrativas y contenido digital, incluyendo imágenes, sonido y vídeo, con el fin de crear una película corta, usualmente con fuerte contenido emocional (Educause. (2011). Siete elementos esenciales de las Narraciones Digitales).

La planificación y la elaboración de proyectos multimedia en forma de relato (*digital storytelling*, DST) intenta aprovechar las nuevas tecnologías digitales para potenciar este recurso didáctico. Originariamente, los DST se centraban sobre todo en narraciones de experiencias personales en formato de vídeo, con voz o entrevistas, de menos de 5 minutos. Actualmente, el relato digital también puede integrar recursos argumentales e informativos, propios de un género más documental.

Los relatos digitales pueden ser realizados por el profesorado, pero con las orientaciones adecuadas los pueden realizar también el alumnado (para más detalles ver 8 pasos para implementar storytelling en el aula).
---

Fuente: Relatos digitales (digital storytelling) en De Haro, J.J. (2022). Herramientas y Servicios TIC Abiertos Para Educación.

## Ejemplo

En una unidad de biología sobre enfermedades infecciosas, el alumnado crea un relato digital de tres minutos titulado “El viaje de un virus”. Cada equipo elige un punto de vista: una célula infectada, una persona enferma, el sistema inmunitario o un equipo médico.

El producto final combina una narración breve, imágenes, esquemas sencillos, música o efectos de sonido y una conclusión científica. El docente pide que el relato incluya conceptos como transmisión, respuesta inmunitaria, prevención y tratamiento. Al presentarlo, cada grupo explica qué decisiones narrativas ha tomado y qué contenidos científicos ha querido comunicar.","relato digital, comunicación, creatividad, proyecto, multimedia","Construcción de conocimiento, Comunicación y Creatividad",,"Actividad en la que el alumnado crea relatos digitales combinando narración, imágenes, audio o vídeo. Sirve para comunicar aprendizajes, desarrollar creatividad, organizar información y producir materiales multimedia con intención expresiva o explicativa.",Metodologías activas,metac_100; metac_014; metac_097
metac_032,El folio giratorio,"TAMAÑO DEL EQUIPO: Equipo base. 

OBJETIVOS: Activar conocimientos previos, generar ideas nuevas a partir de otras, evaluar la comprensión de un contenido. 

PASOS: 

1. El profesor encarga una tarea a los equipos base (una lista de palabras, la redacción de un cuento, lo que saben de un determinado tema para conocer sus ideas previas, una frase que resuma una idea fundamental del texto que han leído, etc.). 
1. Un alumno del equipo empieza a escribir su respuesta en un folio y después se lo pasa al compañero de al lado, siguiendo el sentido de las agujas del reloj, de manera que el folio vaya girando. 
1. El siguiente alumno tiene que escribir su respuesta, añadiendo nueva información para enriquecer el trabajo. Al acabar, se lo pasa al compañero de al lado. 
1. El folio tiene que ir girando hasta que todos hayan participado en la tarea, y tantas veces como sea necesario, hasta que se acabe el tiempo. 

OBSERVACIONES Y CONSEJOS PRÁCTICOS: 
Recordar que mientras un miembro del equipo está escribiendo su parte, los otros tienen que estar atentos, ayudarlo, corregirlo. También existe la posibilidad de ejecutar la estructura de forma silenciosa. De esta manera el docente puede indagar qué ha aportado cada uno al grupo 
(uso de colores diferentes a la hora de escribir). 

Para que la actividad sea dinámica, establecer una rotación rápida, incluso controlando con un reloj. 

Pedir a los alumnos que cada uno escriba con un color diferente, de esta manera podremos diferenciar bien sus aportaciones. 
Se puede utilizar una pequeña pizarra en vez de un folio. Introducir materiales que aporten novedad a la actividad. 

Observar las aportaciones de cada uno de los miembros del equipo. 


Fuente:  Pérez, M. (2015). Dinámicas cooperativas.

---

**Explicación de la técnica:**



## Ejemplo

En una clase de lengua, el profesor pide a cada equipo que escriba un cuento breve a partir de una imagen. El primer alumno escribe el inicio de la historia durante un minuto y pasa el folio al compañero de la derecha. El segundo continúa la narración, el tercero introduce un conflicto y el cuarto propone un desenlace.

En una segunda vuelta, cada estudiante revisa o mejora una parte del texto: vocabulario, coherencia, conectores o corrección ortográfica. Al final, el equipo lee el cuento y comenta qué aportación ha hecho cada miembro. La técnica garantiza que todos participen y permite construir un producto común a partir de intervenciones sucesivas.","activación de conocimientos previos, cooperación, síntesis, participación, escritura","Activación de conocimientos previos, Procesamiento y Análisis de la información, Evaluación Formativa y Feedback, Cohesión y Cooperación",,"Estructura cooperativa en la que un folio circula por el equipo y cada miembro añade una aportación. Sirve para activar conocimientos previos, generar ideas, construir respuestas colectivas y favorecer la participación de todos.",Organización del aprendizaje cooperativo,metac_088; metac_048; metac_033
